status,p_code,name,end_date,title,partner_name,offices_names,number,longitude,start,url,CAS_CODE,latitude,total_budget,document_type,location_type,section_names
ended,61115-40-01,Saida ElQadimeh   ,07/31/2020,Agriculture Vocational Education and training for vulnerable adolescents & youth in Lebanon.4 – A.VOC.ADO.4.,ASSOCIAZIONE VOLONTARI PER IL SERVISIO INTERNAZIONALE,Beirut,LEBA/PCA2017008/PD2019655-2,35.36779,03/15/2019,https://etools.unicef.org/pmp/interventions/655,61115,33.562603,3687905.00 USD,PD,Social Development Center,Adolescent & Youth
ended,LBN61100,Saida   ,07/31/2020,Agriculture Vocational Education and training for vulnerable adolescents & youth in Lebanon.4 – A.VOC.ADO.4.,ASSOCIAZIONE VOLONTARI PER IL SERVISIO INTERNAZIONALE,Beirut,LEBA/PCA2017008/PD2019655-2,35.36779,03/15/2019,https://etools.unicef.org/pmp/interventions/655,LBN61100,33.5626,3687905.00 USD,PD,Village,Adolescent & Youth
ended,LBN61096,Sarafand   ,07/31/2020,Agriculture Vocational Education and training for vulnerable adolescents & youth in Lebanon.4 – A.VOC.ADO.4.,ASSOCIAZIONE VOLONTARI PER IL SERVISIO INTERNAZIONALE,Beirut,LEBA/PCA2017008/PD2019655-2,35.29486,03/15/2019,https://etools.unicef.org/pmp/interventions/655,LBN61096,33.44983,3687905.00 USD,PD,Village,Adolescent & Youth
ended,LBN6,South   ,07/31/2020,Agriculture Vocational Education and training for vulnerable adolescents & youth in Lebanon.4 – A.VOC.ADO.4.,ASSOCIAZIONE VOLONTARI PER IL SERVISIO INTERNAZIONALE,Beirut,LEBA/PCA2017008/PD2019655-2,0,03/15/2019,https://etools.unicef.org/pmp/interventions/655,LBN6,0,3687905.00 USD,PD,Governorate,Adolescent & Youth
ended,LBN56016,Tripoli   ,07/31/2020,Agriculture Vocational Education and training for vulnerable adolescents & youth in Lebanon.4 – A.VOC.ADO.4.,ASSOCIAZIONE VOLONTARI PER IL SERVISIO INTERNAZIONALE,Beirut,LEBA/PCA2017008/PD2019655-2,35.85263,03/15/2019,https://etools.unicef.org/pmp/interventions/655,LBN56016,34.43012,3687905.00 USD,PD,Village,Adolescent & Youth
ended,LBN51004,Aaklar El Attiqa   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,36.24071,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN51004,34.52496,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN56018,Abou Samra   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.84219,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN56018,34.42601,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN53006,Bcharre   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,36.01059,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN53006,34.24943,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN51026,Bebnine   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.99289,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN51026,34.49905,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN55030,Bqarsouna   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,36.04473,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN55030,34.37997,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN54025,Dedde   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.7999,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN54025,34.38108,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN57027,Ehden   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.96706,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN57027,34.29112,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN51079,El Aayoun   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,36.17204,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN51079,34.52836,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN55040,El Beddaoui   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.86361,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN55040,34.45404,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN56002,El Mina   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.81109,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN56002,34.45448,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN55045,El Minie   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.92933,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN55045,34.48021,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN51111,El Qlaiaat   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,36.01485,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN51111,34.58222,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN51137,Halba   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,36.0777,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN51137,34.54333,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN52079,Kfar Helda   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.83906,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN52079,34.22769,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN56026,Mhamra   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.9695,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN56026,34.5045,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN57066,Miryata   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.93296,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN57066,34.41846,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN5,North   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,0,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN5,0,2428884.00 USD,PD,Governorate,Adolescent & Youth
ended,LBN55075,Ouadi En Nahle   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.86394,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN55075,34.45016,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN51211,Qaabrine   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,36.03229,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN51211,34.56779,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN56010,Qoubbe   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.8501,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN56010,34.43736,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN51223,Qoubbet Chamra   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,36.00639,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN51223,34.54279,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN57069,Rachaaine   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.91978,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN57069,34.39715,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN56012,Tabbaneh   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.84681,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN56012,34.43956,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN56015,Trablous Zeitoun   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.84709,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN56015,34.42927,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN57077,Zgharta   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.89581,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN57077,34.39666,2428884.00 USD,PD,Village,Adolescent & Youth
ended,LBN55090,Zouq Bhannine   ,01/31/2020,Enhancing Learning and Skills to youth affected by the Syrian Crisis in Tripoli,ASSOCIATION LEBANESE RELIEF COUNCIL,"Beirut, Qubbayat, Tripoli",LEBA/PCA2017007/PD2018517-5,35.95318,01/26/2018,https://etools.unicef.org/pmp/interventions/517,LBN55090,34.50267,2428884.00 USD,PD,Village,Adolescent & Youth
active,37231_09_001,Beddawi   ,12/31/2020,CoPE: Community Protection and Empowerment - Phase IV,ARAB RESOURCE CENTER FOR POPULAR AR,Beirut,LEBA/PCA2017057/PD2019679-3,0,06/01/2019,https://etools.unicef.org/pmp/interventions/679,37231,0,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,21177_09_001,Burj el Baraineh   ,12/31/2020,CoPE: Community Protection and Empowerment - Phase IV,ARAB RESOURCE CENTER FOR POPULAR AR,Beirut,LEBA/PCA2017057/PD2019679-3,35.5103901295,06/01/2019,https://etools.unicef.org/pmp/interventions/679,21177,33.8226970071,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,62128_09_001,Burj el Shemali   ,12/31/2020,CoPE: Community Protection and Empowerment - Phase IV,ARAB RESOURCE CENTER FOR POPULAR AR,Beirut,LEBA/PCA2017057/PD2019679-3,35.2554193801,06/01/2019,https://etools.unicef.org/pmp/interventions/679,62128,33.2669648428,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,61119_09_001,Ein el Hilweh   ,12/31/2020,CoPE: Community Protection and Empowerment - Phase IV,ARAB RESOURCE CENTER FOR POPULAR AR,Beirut,LEBA/PCA2017057/PD2019679-3,35.3782216184,06/01/2019,https://etools.unicef.org/pmp/interventions/679,61119,33.5333832585,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,62111_09_001,El Buss   ,12/31/2020,CoPE: Community Protection and Empowerment - Phase IV,ARAB RESOURCE CENTER FOR POPULAR AR,Beirut,LEBA/PCA2017057/PD2019679-3,35.2153525487,06/01/2019,https://etools.unicef.org/pmp/interventions/679,62111,33.2768514641,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,62111_09_002,Rashidieh   ,12/31/2020,CoPE: Community Protection and Empowerment - Phase IV,ARAB RESOURCE CENTER FOR POPULAR AR,Beirut,LEBA/PCA2017057/PD2019679-3,35.2299223051,06/01/2019,https://etools.unicef.org/pmp/interventions/679,62111,33.2404270714,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,53111_09_001,Wavell   ,12/31/2020,CoPE: Community Protection and Empowerment - Phase IV,ARAB RESOURCE CENTER FOR POPULAR AR,Beirut,LEBA/PCA2017057/PD2019679-3,36.1810324128,06/01/2019,https://etools.unicef.org/pmp/interventions/679,53111,33.9864133857,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
ended,LBN2,Bekaa   ,01/31/2020,Supporting vulnerable girls and boys to access and remain in education in Lebanon,ANA AQRA ASSOCIATION,Beirut,LEBA/PCA2017006/PD2019624,0,02/04/2019,https://etools.unicef.org/pmp/interventions/624,LBN2,0,2130000.00 USD,PD,Governorate,Education
ended,LBN25019,Al Faour   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,35.97069,01/01/2019,https://etools.unicef.org/pmp/interventions/630,LBN25019,33.78106,3689525.00 USD,PD,Village,Adolescent & Youth
ended,37231_09_001,Beddawi   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,0,01/01/2019,https://etools.unicef.org/pmp/interventions/630,37231,0,3689525.00 USD,PD,Palestinian Camps,Adolescent & Youth
ended,LBN51041,Borj el Arab   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,36.00921,01/01/2019,https://etools.unicef.org/pmp/interventions/630,LBN51041,34.52444,3689525.00 USD,PD,Village,Adolescent & Youth
ended,62128_09_001,Burj el Shemali   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,35.2554193801,01/01/2019,https://etools.unicef.org/pmp/interventions/630,62128,33.2669648428,3689525.00 USD,PD,Palestinian Camps,Adolescent & Youth
ended,61119_09_001,Ein el Hilweh   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,35.3782216184,01/01/2019,https://etools.unicef.org/pmp/interventions/630,61119,33.5333832585,3689525.00 USD,PD,Palestinian Camps,Adolescent & Youth
ended,62111_09_001,El Buss   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,35.2153525487,01/01/2019,https://etools.unicef.org/pmp/interventions/630,62111,33.2768514641,3689525.00 USD,PD,Palestinian Camps,Adolescent & Youth
ended,61183_09_001,Mieh Mieh   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,35.4120442689,01/01/2019,https://etools.unicef.org/pmp/interventions/630,61183,33.5469123185,3689525.00 USD,PD,Palestinian Camps,Adolescent & Youth
ended,61255-40-01,Qraiyet Saida   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,35.416267,01/01/2019,https://etools.unicef.org/pmp/interventions/630,61255,33.538578,3689525.00 USD,PD,Social Development Center,Adolescent & Youth
ended,62111_09_002,Rashidieh   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,35.2299223051,01/01/2019,https://etools.unicef.org/pmp/interventions/630,62111,33.2404270714,3689525.00 USD,PD,Palestinian Camps,Adolescent & Youth
ended,LBN25065,Saadnayel   ,01/31/2020,Skills & empowerment for Lebanese and non-Lebanese adolescent and youth,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2017004/PD2019630-1,35.88187,01/01/2019,https://etools.unicef.org/pmp/interventions/630,LBN25065,33.82045,3689525.00 USD,PD,Village,Adolescent & Youth
active,21177_09_001,Burj el Baraineh   ,12/31/2020,Community Based Sanitation and Hygiene Promotion Project - II,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2018499/PD2019648-3,35.5103901295,02/01/2019,https://etools.unicef.org/pmp/interventions/648,21177,33.8226970071,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,62111_09_001,El Buss   ,12/31/2020,Community Based Sanitation and Hygiene Promotion Project - II,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2018499/PD2019648-3,35.2153525487,02/01/2019,https://etools.unicef.org/pmp/interventions/648,62111,33.2768514641,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,62111_09_002,Rashidieh   ,12/31/2020,Community Based Sanitation and Hygiene Promotion Project - II,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2018499/PD2019648-3,35.2299223051,02/01/2019,https://etools.unicef.org/pmp/interventions/648,62111,33.2404270714,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
active,21111_09_001,Shatila   ,12/31/2020,Community Based Sanitation and Hygiene Promotion Project - II,AMERICAN NEAR EAST REFUGEE AID,Beirut,LEBA/PCA2018499/PD2019648-3,35.5161139627,02/01/2019,https://etools.unicef.org/pmp/interventions/648,21111,33.8575603539,1887412.58 USD,PD,Palestinian Camps,Palestinian Programme
ended,LBN6,South   ,01/24/2020,Supporting vulnerable girls and boys to access and remain in Education in Lebanon,ALPHA,Beirut,LEBA/PCA2017003/PD2019619,0,01/25/2019,https://etools.unicef.org/pmp/interventions/619,LBN6,0,400944.23 USD,PD,Governorate,Education
ended,LBN5,North   ,01/24/2020,Supporting vulnerable girls and boys to access and remain in education in Lebanon,AL FAYHAA ASSOCIATION,Beirut,LEBA/PCA2017065/PD2019633-1,0,02/05/2019,https://etools.unicef.org/pmp/interventions/633,LBN5,0,269358.00 USD,PD,Governorate,Education
active,1435,Al Hisa Mixed Secondary Public    ,12/31/2020,Safer Communities for Women & Adolescent Girls III,AKKAR NETWORK FOR DEVELOPMENT,Tripoli,LEBA/PCA2017062/PD2020764,36.0629376,01/16/2020,https://etools.unicef.org/pmp/interventions/764,1435,34.59493216,811983.00 USD,PD,School,Child Protection
active,35111-40-01,Halba   ,12/31/2020,Safer Communities for Women & Adolescent Girls III,AKKAR NETWORK FOR DEVELOPMENT,Tripoli,LEBA/PCA2017062/PD2020764,36.077702,01/16/2020,https://etools.unicef.org/pmp/interventions/764,35111,34.543327,811983.00 USD,PD,Social Development Center,Child Protection
active,LBN51152,Hrar   ,12/31/2020,Safer Communities for Women & Adolescent Girls III,AKKAR NETWORK FOR DEVELOPMENT,Tripoli,LEBA/PCA2017062/PD2020764,36.12158,01/16/2020,https://etools.unicef.org/pmp/interventions/764,LBN51152,34.45746,811983.00 USD,PD,Village,Child Protection
active,35275-40-01,Bebnine   ,12/31/2020,Protection and Mitigation of Gender Based Violence against women and girls in Lebanon among Syrian refugees and vulnerable host communities,ABAAD RESOURCE CENTER FOR GENDER,"Qubbayat, Tripoli, Tyre",LEBA/PCA2017061/PD2019738,35.992893,12/30/2019,https://etools.unicef.org/pmp/interventions/738,35275,34.499054,968254.00 USD,PD,Social Development Center,Child Protection
active,72111-40-01,Bent Jbayl   ,12/31/2020,Protection and Mitigation of Gender Based Violence against women and girls in Lebanon among Syrian refugees and vulnerable host communities,ABAAD RESOURCE CENTER FOR GENDER,"Qubbayat, Tripoli, Tyre",LEBA/PCA2017061/PD2019738,35.430538,12/30/2019,https://etools.unicef.org/pmp/interventions/738,72111,33.121025,968254.00 USD,PD,Social Development Center,Child Protection
active,31151_31_001,Qobbe Medical center   ,12/31/2020,Protection and Mitigation of Gender Based Violence against women and girls in Lebanon among Syrian refugees and vulnerable host communities,ABAAD RESOURCE CENTER FOR GENDER,"Qubbayat, Tripoli, Tyre",LEBA/PCA2017061/PD2019738,35.850097,12/30/2019,https://etools.unicef.org/pmp/interventions/738,31151,34.437361,968254.00 USD,PD,Primary Health Care Center,Child Protection
