"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Does your programme specifically/primarily target one of these beneficiary groups:","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Manara (Hammara) BG","52027","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Manara (Hammara) BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0239789905","s1516663915","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1066648138",NA,"2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Manara (Hammara) BG","52027","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Manara (Hammara) BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0566801400","s1516663915","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1955551226",NA,"2.1.1.4_SYR: # of participants to events/initiatives","Individuals",8,"Manara (Hammara) BG","52027","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Manara (Hammara) BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1208748855","s1516663915","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",3,"Manara (Hammara) BG","52027","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Manara (Hammara) BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1208748855","s1516663915","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Manara (Hammara) BG","52027","West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"Manara (Hammara) BG","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1208748855","s1516663915","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0973511153",NA,"--------Activity-2.1.1: Dispute resolution and conflict prevention initiatives--------","Unit",1,"Tall Aabbas El-Gharbi","35034","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas El-Gharbi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0278455431","s1558782326","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0973511153",NA,"--------Activity-2.1.1: Dispute resolution and conflict prevention initiatives--------","Unit",1,"Tall Aabbas El-Gharbi","35034","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas El-Gharbi","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0773684729","s1558782326","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0973511153",NA,"--------Activity-2.1.1: Dispute resolution and conflict prevention initiatives--------","Unit",1,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0029380937","s1689458212","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0973511153",NA,"--------Activity-2.1.1: Dispute resolution and conflict prevention initiatives--------","Unit",1,"Deir Dalloum","35022","Aakar","LBN51","Akkar","2",NA,NA,NA,"Deir Dalloum","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0708344772","s1689458212","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1066648138",NA,"2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1903249845","s1730427548","2019-01-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1903249845","s1730427548","2019-01-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0631736702","s1730427548","2019-02-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",75,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0631736702","s1730427548","2019-02-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0631736702","s1730427548","2019-02-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Naame","23001","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Naame","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m2132497319","s1730427548","2019-03-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1066648138",NA,"2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Rmaich","72031","Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Rmaich","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0479085006","s1759558131","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Rmaich","72031","Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Rmaich","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0857788432","s1759558131","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",965,"Rmaich","72031","Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Rmaich","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0857788432","s1759558131","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Rmaich","72031","Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Rmaich","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1659523994","s1759558131","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",5,"Rmaich","72031","Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Rmaich","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1659523994","s1759558131","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",519,"Rmaich","72031","Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Rmaich","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1659523994","s1759558131","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",5,"Rmaich","72031","Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Rmaich","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0857788432","s1759558131","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Rmaich","72031","Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Rmaich","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0479085006","s1759558131","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1066648138",NA,"2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Riyaq","51072","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Riyaq","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Others",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1015261413","s1766764118","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Riyaq","51072","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Riyaq","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Others",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0345924739","s1766764118","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Riyaq","51072","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Riyaq","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Others",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1015261413","s1766764118","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Riyaq","51072","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Riyaq","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Others",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0929184361","s1766764118","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0973511153",NA,"--------Activity-2.1.1: Dispute resolution and conflict prevention initiatives--------","Unit",1,"Michmich Aakkar","35084","Aakar","LBN51","Akkar","2",NA,NA,NA,"Michmich Aakkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1440429370","s1793032026","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0973511153",NA,"--------Activity-2.1.1: Dispute resolution and conflict prevention initiatives--------","Unit",1,"Michmich Aakkar","35084","Aakar","LBN51","Akkar","2",NA,NA,NA,"Michmich Aakkar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0897010223","s1793032026","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1066648138",NA,"2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Ketermaya","23017","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Ketermaya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0592602858","s1845122675","2019-01-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",25,"Ketermaya","23017","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Ketermaya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1879821653","s1845122675","2019-02-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Ketermaya","23017","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Ketermaya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1879821653","s1845122675","2019-02-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,"Ketermaya","23017","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Ketermaya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1879821653","s1845122675","2019-02-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Ketermaya","23017","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Ketermaya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0592602858","s1845122675","2019-01-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Ketermaya","23017","Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Ketermaya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0645359524","s1845122675","2019-03-01","Women,Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Qaa Baalbek","54006bis","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qaa Baalbek","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0048738398","s1935734555","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Qaa Baalbek","54006bis","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qaa Baalbek","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1546456645","s1935734555","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Qaa Baalbek","54006bis","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qaa Baalbek","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1866256198","s1935734555","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",4,"Qaa Baalbek","54006bis","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qaa Baalbek","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1866256198","s1935734555","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",146,"Qaa Baalbek","54006bis","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qaa Baalbek","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1866256198","s1935734555","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1066648138",NA,"2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Qaa Baalbek","54006bis","Baalbek","LBN21","Baalbek_Hermel","3",NA,NA,NA,"Qaa Baalbek","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0048738398","s1935734555","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1066648138",NA,"2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Ansar","71073","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Ansar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1766715371","s1939452872","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",420,"Ansar","71073","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Ansar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1022548923","s1939452872","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Ansar","71073","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Ansar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0624447898","s1939452872","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Ansar","71073","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Ansar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1022548923","s1939452872","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",158,"Ansar","71073","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Ansar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0624447898","s1939452872","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",4,"Ansar","71073","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Ansar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1022548923","s1939452872","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
