"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","X2.3.1._training_modules_are_developed_and_tested_by_cerd","X2.3.2._a_baseline_study_on_public_school_teachers_in_lebanon_is_published","X2.3.2._a_child_friendly_version_of_the_mehe.s_cp_policy_is_drafted._designed_and_rolled_out","X2.3.2._a_community.centric_school_maintenance_policy_adopted_and_enforced_by_mehe","X2.3.2._a_national_strategy.policy_on_inclusive_education_is_validated_by_the_mehe","X2.3.2._policy_documents_on_the_institutionalization_of_ttcm_are_available","X2.3.2._qualitative_study_on_gender_dimensions_of_violence_against_children_in_schools_is_published","X2.3.2._the_inter.ministerial_national_strategy_on_child_marriage_in_education_is_implemented","X2.3.3._technical_review_of_alp_packages_conducted_as_applicable","X2.3.3._technical_review_of_cb.ece_packages_conducted_as_applicable","X2.3.4._the_content_of_the_remedial.homework_support_package_is_revised_to_cater_for_lebanese_and_non.lebanese_children_in_basic_education","X2.3.5._document_available_on_unicef.s_standardised_rates_and_procedures_to_support_the_mehe.unicef_awp","X2.3.5._technical_assistance_and.or_deployment_support","X2.3.5._technical_support_for_contingency_planning","X2.3.5._technical_support_for_curriculum_review","X2.3.6._the_race_ii_mtr_document._oriented_towards_lebanon.s_sdg4_goals._is_completed_and_validated_by_the_mehe_and_rec","children_with_disability_in_retention_support","comment","disability._children_with_a_disability_enrolled_in_nfe_programs","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","language_program_venue","month","outreach_platform_._questionnaire_used_by_partner","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.plan","projects.project_code","projects.project_name","projects.start_date","remedial.homework_support_programs_venue","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cugtk1rkimbl4397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-11","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",124
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cskz7vskimbmq259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",6,"Bekaa",NA,"2020-11","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",125
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","ccytu5rkimbo11vb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",5,"Mont Liban",NA,"2020-11","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",161
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cryxqeekimbq2odd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",9,"Nabatiye",NA,"2020-11","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",30
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","c8kvivakimbr6nif",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",4,"Nord",NA,"2020-11","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",144
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cxltpb9kimbsct4h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",8,"Sud",NA,"2020-11","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",19
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cv52f5rkjle9ub9s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",8,"Sud",NA,"2020-12","NGO-specific","Naba’a","Naba’a",NA,"2020-05-31",NA,"LEBA/PCA2017042/PD2019688","Unicef - Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-01-07",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",267
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cspmj8jkjleyk53t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",4,"Nord",NA,"2020-12","NGO-specific","Naba’a","Naba’a",NA,"2020-05-31",NA,"LEBA/PCA2017042/PD2019688","Unicef - Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-01-07",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",429
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","c6x7v5tkjlf4odmu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",9,"Nabatiye",NA,"2020-12","NGO-specific","Naba’a","Naba’a",NA,"2020-05-31",NA,"LEBA/PCA2017042/PD2019688","Unicef - Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-01-07",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",326
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","c9avdqnkjlf7hhmv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",2,"Akkar",NA,"2020-12","NGO-specific","Naba’a","Naba’a",NA,"2020-05-31",NA,"LEBA/PCA2017042/PD2019688","Unicef - Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-01-07",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",267
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cj09lzfkjlo0if22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",4,"Nord",NA,"2020-12","NGO-specific","WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",143
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cweocpfkjlo20ed3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",2,"Akkar",NA,"2020-12","NGO-specific","WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",165
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","c2epwbmkjlo4xhh4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",5,"Mont Liban",NA,"2020-12","NGO-specific","WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",285
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cp5iy9zkjlo61mz5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-12","NGO-specific","WCH","War Child Holland",NA,"2021-02-09",NA,"LEBA/PCA2017045/PD2020746","""Supporting vulnerable Girls and Boys to access and remain in Education in Lebanon""","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",348
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cnvxw2wkjmrl36g3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",4,"Nord",NA,"2020-12","NGO-specific","Al-Fayhaa","Al-Fayhaa Association",NA,"2021-02-10",NA,"LEBA/PCA2017065/PD2020755","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-15",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",1440
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cqxcw7ykjmrrrax5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",2,"Akkar",NA,"2020-12","NGO-specific","Al-Fayhaa","Al-Fayhaa Association",NA,"2021-02-10",NA,"LEBA/PCA2017065/PD2020755","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-03-15",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",578
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cdiyk1ykjo5m9638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AICS",5,"Mont Liban",NA,"2020-12","NGO-specific","TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-08-13",NA,"CS/11263/10","AICS/AMAL","2019-06-14",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",0
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cyzbzmdkjo5whyr9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan. is ALP referrals.",NA,NA,"EUROPEAN UNION",5,"Mont Liban",NA,"2020-12","NGO-specific","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-06-23",NA,"TF-MADAD/2019/T04.198","BTF2","2019-06-24",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",185
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","crm0zgokjo6bvlub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",5,"Mont Liban",NA,"2020-12","NGO-specific","TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-06-30",NA,"LEBA/PCA2017042/PD2019687","Provision of Adapted BLN activities for the most vulnerable children of Beqaa and Mount Lebanon Governorates","2019-07-01",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",331
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cupq29akjsi34lf2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-12","Sector-endorsed (Kobo/ODK/RAIS)","AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",5
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","c3gcq78kjsi5e7o3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",6,"Bekaa",NA,"2020-12","Sector-endorsed (Kobo/ODK/RAIS)","AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",80
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","courrl9kjsi64qy4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",7,"Beyrouth",NA,"2020-12","Sector-endorsed (Kobo/ODK/RAIS)","AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",17
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","chhu2rckjsi6krj5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",5,"Mont Liban",NA,"2020-12","Sector-endorsed (Kobo/ODK/RAIS)","AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",21
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cr1qjknkjsi7c966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",4,"Nord",NA,"2020-12","Sector-endorsed (Kobo/ODK/RAIS)","AVSI","Association of Volunteers in International Service","UNI17","2021-02-09",NA,"LEBA/PCA2017008/PD2020745","UNICEF - Supporting Vulnerable Girls and Boys to Access and Remain in Education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",21
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","csxm7b9kjt3wmqoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMFA",2,"Akkar",NA,"2020-12","Sector-endorsed (Kobo/ODK/RAIS)","SCI","Save the Children International",NA,"2023-12-31","LCRP","57801177","LBN NMFA Strategic Partnership 2020 -2023","2020-04-21",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",85
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","ce7zu3ekjt3z041k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMFA",4,"Nord",NA,"2020-12","Sector-endorsed (Kobo/ODK/RAIS)","SCI","Save the Children International",NA,"2023-12-31","LCRP","57801177","LBN NMFA Strategic Partnership 2020 -2023","2020-04-21",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",74
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","c1mb9bukjtzef6y8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",3,"Baalbek_Hermel",NA,"2020-12","NGO-specific","TdH-It","TERRE DES HOMMES, ITALY",NA,"2020-06-30",NA,"LEBA/PCA2017042/PD2019687","Provision of Adapted BLN activities for the most vulnerable children of Beqaa and Mount Lebanon Governorates","2019-07-01",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",177
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cphr8cwkjuye0vi4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",9,"Nabatiye",NA,"2020-12","NGO-specific","Alpha","Alpha",NA,"2021-02-09",NA,"LEBA/PCA2017003/PD2020748","Supporting vulnerable girls and boys to access and remain in Education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",28
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cdhxrockjuyjsok5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",8,"Sud",NA,"2020-12","NGO-specific","Alpha","Alpha",NA,"2021-02-09",NA,"LEBA/PCA2017003/PD2020748","Supporting vulnerable girls and boys to access and remain in Education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",31
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cwnhcyskjugp8vi2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",4,"Nord",NA,"2020-12","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",31
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cny1tmqkjuh4se53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",2,"Akkar",NA,"2020-12","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",139
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cekpzywkjuh850d4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",5,"Mont Liban",NA,"2020-12","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",132
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cqgzk70kjuh8u6h1q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNHCR",2,"Akkar",NA,"2020-12","NGO-specific","Caritas Lebanon","Caritas Lebanon",NA,"2020-12-31",NA,"LBN01 / 2020 / 0000000529 / 000","UNHCR North","2020-01-01",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",173
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cax75b3kjuh9y1l1r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNHCR",4,"Nord",NA,"2020-12","NGO-specific","Caritas Lebanon","Caritas Lebanon",NA,"2020-12-31",NA,"LBN01 / 2020 / 0000000529 / 000","UNHCR North","2020-01-01",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",254
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cnwalsekjuhbxcd5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",6,"Bekaa",NA,"2020-12","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",66
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","c28kytxkjuhaj451s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNHCR",5,"Mont Liban",NA,"2020-12","NGO-specific","Caritas Lebanon","Caritas Lebanon",NA,"2020-12-31",NA,"LBN01 / 2020 / 0000000500 / 000","UNHCR BML","2020-01-01",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",126
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","ceri30gkjuhdop26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",9,"Nabatiye",NA,"2020-12","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",33
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","ca7c5tdkjuhdb3j1t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNHCR",8,"Sud",NA,"2020-12","NGO-specific","Caritas Lebanon","Caritas Lebanon",NA,"2020-12-31",NA,"LBN01 / 2020 / 0000000504 / 000","UNHCR South","2020-01-01",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",112
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","cl3cggukjuhf7sg1u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNHCR",9,"Nabatiye",NA,"2020-12","NGO-specific","Caritas Lebanon","Caritas Lebanon",NA,"2020-12-31",NA,"LBN01 / 2020 / 0000000504 / 000","UNHCR South","2020-01-01",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",64
"0. 2020 Sectors Reporting ","ck2yrizmo2","Outreach","Monthly Reporting","ck45lf735t","Education Outreach","ck45l46enn","caxbwpgkjuhg6xt7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNICEF",8,"Sud",NA,"2020-12","NGO-specific","Mouvement Social","Mouvement Social",NA,"2021-02-09",NA,"LEBA/PCA2017033/PD2020754","Supporting vulnerable girls and boys to access and remain in education in Lebanon","2020-02-10",NA,"i0560071096",NA,"1.1.1_Outreach_OOL_Non-Leb_Male: # of Non-Lebanese male children/adolescents outreached for education referral",72
