"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","database.id","database"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","2","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0382657098","s1764488503","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","5","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1938326414","s1764488503","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","2","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1938326414","s1764488503","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","3","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0801162603","s1764488503","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","6","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1823473231","s1764488503","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","99","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0356277998","s1764488503","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","20","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1823473231","s1764488503","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","17","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0161960296","s1764488503","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","7","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0695055176","s1764488503","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-02-28","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1726863650","s1764488503","2019-02-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0695055176","s1764488503","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","5","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0161960296","s1764488503","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","17","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1244442064","s1764488503","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","5","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1938326414","s1764488503","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-02-28","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","6","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m1726863650","s1764488503","2019-02-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","103","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0356277998","s1764488503","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","24","Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4","31151-04-001","34.43542","35.849547","CS: Trablous El-Qobbe 001","Mouvement Social","p0000024271","Mouvement Social",NA,NA,"m0382657098","s1764488503","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","20","Baouchriye","22002","Metn","LBN36","Mont Liban","5","LBN36078","33.87726","35.56454","LOC: El Firdaous","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1069435093","s1767491867","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Baouchriye","22002","Metn","LBN36","Mont Liban","5","LBN36078","33.87726","35.56454","LOC: El Firdaous","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1069435093","s1767491867","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","30","Baouchriye","22002","Metn","LBN36","Mont Liban","5","LBN36078","33.87726","35.56454","LOC: El Firdaous","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1069435093","s1767491867","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Baouchriye","22002","Metn","LBN36","Mont Liban","5","LBN36078","33.87726","35.56454","LOC: El Firdaous","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1069435093","s1767491867","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","73","Baouchriye","22002","Metn","LBN36","Mont Liban","5","LBN36078","33.87726","35.56454","LOC: El Firdaous","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1069435093","s1767491867","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","107","Baouchriye","22002","Metn","LBN36","Mont Liban","5","LBN36078","33.87726","35.56454","LOC: El Firdaous","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1069435093","s1767491867","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","5","Baouchriye","22002","Metn","LBN36","Mont Liban","5","LBN36078","33.87726","35.56454","LOC: El Firdaous","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1069435093","s1767491867","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","5","Baouchriye","22002","Metn","LBN36","Mont Liban","5","LBN36078","33.87726","35.56454","LOC: El Firdaous","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1069435093","s1767491867","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i0998567718",NA,"5.4.1.g_PRS_Male: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111_31_006","33.859747","35.503959","PHC: Chiyah Municipality Health Center","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0476777094","s1780746287","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i0060215376",NA,"5.4.1.g_LEB_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111_31_006","33.859747","35.503959","PHC: Chiyah Municipality Health Center","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0739228102","s1780746287","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i1101446413",NA,"5.4.1.g_LEB_Male: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","1","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111_31_006","33.859747","35.503959","PHC: Chiyah Municipality Health Center","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0739228102","s1780746287","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i0060215376",NA,"5.4.1.g_LEB_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111_31_006","33.859747","35.503959","PHC: Chiyah Municipality Health Center","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0476777094","s1780746287","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2021-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1381721927",NA,"5.4.1.a_LEB_Male: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disabi","Individuals","1","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111_31_006","33.859747","35.503959","PHC: Chiyah Municipality Health Center","Arab Resource Collective","p0000018048","ARC",NA,NA,"m1965721857","s1780746287","2021-06-01",10191,"UNICEF-2019-R-C4D"
"2021-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1121488931",NA,"5.4.1.a_LEB_Female: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disa","Individuals","1","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111_31_006","33.859747","35.503959","PHC: Chiyah Municipality Health Center","Arab Resource Collective","p0000018048","ARC",NA,NA,"m1965721857","s1780746287","2021-06-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i0927244665",NA,"5.4.1.g_OTH_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111_31_006","33.859747","35.503959","PHC: Chiyah Municipality Health Center","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0739228102","s1780746287","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i1101446413",NA,"5.4.1.g_LEB_Male: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","1","Chiyah","21007","Baabda","LBN32","Mont Liban","5","21111_31_006","33.859747","35.503959","PHC: Chiyah Municipality Health Center","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0476777094","s1780746287","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i0060215376",NA,"5.4.1.g_LEB_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","11","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0145877471","s1859918014","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i0060215376",NA,"5.4.1.g_LEB_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","13","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0236153668","s1859918014","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i1101446413",NA,"5.4.1.g_LEB_Male: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","8","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0236153668","s1859918014","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2021-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1381721927",NA,"5.4.1.a_LEB_Male: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disabi","Individuals","3","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m1144664086","s1859918014","2021-06-01",10191,"UNICEF-2019-R-C4D"
"2021-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i0060215376",NA,"5.4.1.g_LEB_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","8","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0930074526","s1859918014","2021-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i0060215376",NA,"5.4.1.g_LEB_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","6","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m1269222384","s1859918014","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i1101446413",NA,"5.4.1.g_LEB_Male: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","1","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m1269222384","s1859918014","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i2112740700",NA,"5.4.1.g_SYR_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","16","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0145877471","s1859918014","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2019-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i2112740700",NA,"5.4.1.g_SYR_Female: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","16","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0236153668","s1859918014","2019-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i1101446413",NA,"5.4.1.g_LEB_Male: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","7","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0145877471","s1859918014","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i0585188432",NA,"5.4.1.a_SYR_Female: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disa","Individuals","1","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m1144664086","s1859918014","2021-06-01",10191,"UNICEF-2019-R-C4D"
"2021-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of caregivers experiencing and participating in parenting sessions and activities","i1101446413",NA,"5.4.1.g_LEB_Male: # of caregivers experiencing and participating in parenting sessions and activities","Caregivers","2","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m0930074526","s1859918014","2021-08-01",10191,"UNICEF-2019-R-C4D"
"2021-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disability.","i1121488931",NA,"5.4.1.a_LEB_Female: # of individuals (municipality, government staff, community stakeholders, UNICEF and partners) with strengthened community engagement capacity to implement SBCC and community-based interventions including child rights, gender, and disa","Individuals","2","Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5","LBN31024","33.76441","35.56565","LOC: Baissour","Arab Resource Collective","p0000018048","ARC",NA,NA,"m1144664086","s1859918014","2021-06-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","42","Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5","LBN36040","33.88768","35.54119","LOC: Borj Hammoud","Assabil Association","p0000023693","Assabil Association",NA,NA,"m2127914930","s1878890442","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5","LBN36040","33.88768","35.54119","LOC: Borj Hammoud","Assabil Association","p0000023693","Assabil Association",NA,NA,"m2127914930","s1878890442","2019-07-01",10191,"UNICEF-2019-R-C4D"
