"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","Does your programme specifically/primarily target one of these beneficiary groups:","Funded_by","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1313597622","2.1.1.2: # of female PRL youth engaged in mechanisms","individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1583441418","s0846153867","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2131937806","2.2.1.3: # female LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1583441418","s0846153867","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1313597622","2.1.1.2: # of female PRL youth engaged in mechanisms","individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0063232735","s0846153867","2018-11-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1938285631","2.2.1.2: # female PRL youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1475250757","s0846153867","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2075838778","2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0630802305","s0846153867","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-10-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i0691024044","2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1935368524","s0846153867","2018-10-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2048606882","2.2.1.2: # male LEB youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1475250757","s0846153867","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1822515646","2.1.1.2: # of male LEB youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0309311863","s0846153867","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2045431209","2.2.1.3: # female SYR youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1583441418","s0846153867","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2075838778","2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1583441418","s0846153867","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2075838778","2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0013486159","s0846153867","2018-04-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0694435080","2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0013486159","s0846153867","2018-04-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1872080298","2.1.1.4: # of PR participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m2096863207","s0846153867","2018-08-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1785197335","2.1.1.2: # of male SYR youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1475250757","s0846153867","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1785197335","2.1.1.2: # of male SYR youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0013486159","s0846153867","2018-04-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1763554479","2.1.1.4: # of LEB participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1475250757","s0846153867","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2131937806","2.2.1.3: # female LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2048606882","2.2.1.2: # male LEB youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0013486159","s0846153867","2018-04-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2106379803","2.1.1.2: # of female LEB youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m2096863207","s0846153867","2018-08-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1872080298","2.1.1.4: # of PR participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1583441418","s0846153867","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1313597622","2.1.1.2: # of female PRL youth engaged in mechanisms","individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2059320019","2.2.1.3: # male LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0013486159","s0846153867","2018-04-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1763554479","2.1.1.4: # of LEB participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0630802305","s0846153867","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2048606882","2.2.1.2: # male LEB youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0309311863","s0846153867","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-10-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1102607225","2.2.1.2: # of children participating in initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1935368524","s0846153867","2018-10-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2131937806","2.2.1.3: # female LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1475250757","s0846153867","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1763554479","2.1.1.4: # of LEB participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1872080298","2.1.1.4: # of PR participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1785197335","2.1.1.2: # of male SYR youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0063232735","s0846153867","2018-11-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1872080298","2.1.1.4: # of PR participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0063232735","s0846153867","2018-11-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-10-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1313597622","2.1.1.2: # of female PRL youth engaged in mechanisms","individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1935368524","s0846153867","2018-10-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1785197335","2.1.1.2: # of male SYR youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1763554479","2.1.1.4: # of LEB participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1583441418","s0846153867","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2075838778","2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2131937806","2.2.1.3: # female LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m2096863207","s0846153867","2018-08-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1938285631","2.2.1.2: # female PRL youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1583441418","s0846153867","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2048606882","2.2.1.2: # male LEB youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1583441418","s0846153867","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0698535522","2.2.1.1: # youth initiatives established - other recreational / cultural activities","Initiatives",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0309311863","s0846153867","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2075838778","2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0309311863","s0846153867","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-10-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2131937806","2.2.1.3: # female LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1935368524","s0846153867","2018-10-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2106379803","2.1.1.2: # of female LEB youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2059320019","2.2.1.3: # male LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1822515646","2.1.1.2: # of male LEB youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0063232735","s0846153867","2018-11-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1876254530","2.2.1.1: # of projects, campaigns, QIPs, actions implemented under the scope of youth initiatives","Projects",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0063232735","s0846153867","2018-11-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1871598878","2.2.1.3: # male SYR youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0910450810","s0846153867","2018-09-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1368259369","2.1.1.2: # of female SYR youth engaged in mechanisms","Individuals",8,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0630802305","s0846153867","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1872080298","2.1.1.4: # of PR participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0630802305","s0846153867","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2059320019","2.2.1.3: # male LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1475250757","s0846153867","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1938285631","2.2.1.2: # female PRL youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0630802305","s0846153867","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2059320019","2.2.1.3: # male LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m2096863207","s0846153867","2018-08-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2045431209","2.2.1.3: # female SYR youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",8,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0630802305","s0846153867","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1876254530","2.2.1.1: # of projects, campaigns, QIPs, actions implemented under the scope of youth initiatives","Projects",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0013486159","s0846153867","2018-04-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1785197335","2.1.1.2: # of male SYR youth engaged in mechanisms","Individuals",6,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0630802305","s0846153867","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1872080298","2.1.1.4: # of PR participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1475250757","s0846153867","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2059320019","2.2.1.3: # male LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0309311863","s0846153867","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
