"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Sector of Funding","Government Strategy Supported","LCRP Appeal","Economic Sector targeted by intervention","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups?","Governorate","For UNICEF Partners","Training certified/accredited","database.id","database"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i0649987830",NA,"2.2.2.1_LEB_Female:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",11,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1429346398",NA,"Put '1' for each month for which Activity-2.2.2 will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-07-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i2080592552",NA,"Put '1' for each month for which your Activity-2.2.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m0895075401","s0131288649","2019-07-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1663981317",NA,"Put '1' for each month for which your Activity-2.1.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1260358778","s0131288649","2019-01-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i0644867756",NA,"2.2.2.1_SYR_Female:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",4,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1429346398",NA,"Put '1' for each month for which Activity-2.2.2 will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1260358778","s0131288649","2019-01-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1267789504",NA,"2.1.1.2_SYR_Female: # of individuals completing market-based skills training","Individuals",4,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i0093195835",NA,"2.2.2.1_LEB_Male:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",20,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1663981317",NA,"Put '1' for each month for which your Activity-2.1.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m0700722429","s0131288649","2019-02-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i2119958902",NA,"2.1.1.2_LEB_Male: # of individuals completing market-based skills training","Individuals",20,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i2080592552",NA,"Put '1' for each month for which your Activity-2.2.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m2076266893","s0131288649","2019-06-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i2080592552",NA,"Put '1' for each month for which your Activity-2.2.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i0668700189",NA,"2.2.1.1_LEB_Male:  # of individuals benefitting from Work based learning opportunities","Individuals",11,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1663981317",NA,"Put '1' for each month for which your Activity-2.1.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m0639997213","s0131288649","2019-05-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i0993278257",NA,"2.2.1.1_PRL_Female:  # of individuals benefitting from Work based learning opportunities","Individuals",2,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1663981317",NA,"Put '1' for each month for which your Activity-2.1.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1663981317",NA,"Put '1' for each month for which your Activity-2.1.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m0766079565","s0131288649","2019-04-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1429346398",NA,"Put '1' for each month for which Activity-2.2.2 will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m0766079565","s0131288649","2019-04-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1663981317",NA,"Put '1' for each month for which your Activity-2.1.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m2076266893","s0131288649","2019-06-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i1571286861",NA,"2.2.1.1_SYR_Female:  # of individuals benefitting from Work based learning opportunities","Individuals",4,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1331800098",NA,"2.2.2.1_PRL_Male:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-05-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i2080592552",NA,"Put '1' for each month for which your Activity-2.2.1 programme will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m0639997213","s0131288649","2019-05-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-06-30","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1429346398",NA,"Put '1' for each month for which Activity-2.2.2 will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m2076266893","s0131288649","2019-06-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i0666939606",NA,"2.2.1.1_SYR_Male:  # of individuals benefitting from Work based learning opportunities","Individuals",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1609801318",NA,"2.1.1.2_SYR_Male: # of individuals completing market-based skills training","Individuals",4,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.1: Work based learning opportunities",NA,"i0130086177",NA,"2.2.1.1_LEB_Female:  # of individuals benefitting from Work based learning opportunities","Individuals",8,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1429346398",NA,"Put '1' for each month for which Activity-2.2.2 will be ongoing in this location","Unit",1,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m0700722429","s0131288649","2019-02-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1829532845",NA,"2.1.1.2_PRL_Female: # of individuals completing market-based skills training","Individuals",2,"Trablous Et-Tell","31002","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous Et-Tell","Institut Europoeen de Cooperation et de Developpement","p0000001459","IECD",NA,NA,"France","Livelihoods","MEHE TVET Roadmap","Yes","Hospitality and Tourism,Home Based and Services,Construction and Transportation","m1786488485","s0131288649","2019-03-01","Women,Youth",NA,NA,"MoSA,Others",10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i0093195835",NA,"2.2.2.1_LEB_Male:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",1,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m0223638420","s0158787388","2019-02-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i2091090493",NA,"2.2.2.1_SYR_Male:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",1,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1514939443","s0158787388","2019-01-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i0093195835",NA,"2.2.2.1_LEB_Male:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",1,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1809499356","s0158787388","2019-03-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i1267789504",NA,"2.1.1.2_SYR_Female: # of individuals completing market-based skills training","Individuals",5,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1514939443","s0158787388","2019-01-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.1.1: Market-based skills training",NA,"i0647939207",NA,"2.1.1.2_LEB_Female: # of individuals completing market-based skills training","Individuals",1,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1514939443","s0158787388","2019-01-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1429346398",NA,"Put '1' for each month for which Activity-2.2.2 will be ongoing in this location","Unit",1,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1514939443","s0158787388","2019-01-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i2091090493",NA,"2.2.2.1_SYR_Male:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",3,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m0223638420","s0158787388","2019-02-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-03-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i0649987830",NA,"2.2.2.1_LEB_Female:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",1,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1809499356","s0158787388","2019-03-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-02-28","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1429346398",NA,"Put '1' for each month for which Activity-2.2.2 will be ongoing in this location","Unit",1,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m0223638420","s0158787388","2019-02-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-04-30","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i1429346398",NA,"Put '1' for each month for which Activity-2.2.2 will be ongoing in this location","Unit",1,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1136967293","s0158787388","2019-04-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i0649987830",NA,"2.2.2.1_LEB_Female:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",7,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1514939443","s0158787388","2019-01-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
"2019-01-31","Output-2.1 & 2.2: Skills Training, Internships, Employment Services - Cadastre","Outcome 2: Workforce employability improved","Activity-2.2.2: Employment services & career guida",NA,"i0644867756",NA,"2.2.2.1_SYR_Female:  # of individuals supported with employment services, counseling services, jobs & employment","Individuals",6,"Mina Jardin","31014","Trablous","LBN56","Nord","4",NA,NA,NA,"Mina Jardin","International Rescue Committee","p0000000016","IRC",NA,NA,"Germany","Livelihoods",NA,"Yes","Utilities,Hospitality and Tourism,Home Based and Services,Manufacturing,ICT and Finance,Construction and Transportation,Agriculture","m1514939443","s0158787388","2019-01-01","Women,Youth,PWD",NA,NA,"Others",10219,"LCRP-2019-R Livelihoods"
