"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","Direct implementation (refers to services being provided by an NGO partner in the SDCs premises)","Case management for SGBV survivors (Gender)","Case management for SGBV survivors (Nationality)","Like skills (Gender)","Focused PSS (Gender)","Socio Economic Empowerment (Nationality)","Direct provision of legal services (Age)","Socio Economic Empowerment (Gender)","Focused PSS (Nationality)","Engagement of men and boys","Awareness raising (Gender)","Case management for SGBV survivors (Age)","Like skills (Age)","Direct provision of legal services (Gender)","Awareness raising (Age)","Direct provision of MH (Gender)","Awareness raising (Nationality)","Direct provision of MH (Age)","Secured funding","Direct provision of legal services (Nationality)","Focused PSS (Age)","Support to NGO (refers to provision of capacity building, incentives or other forms of support to SDCs staff and structure to directly implement activities)","Referral to legal services","Socio Economic Empowerment (Age)","Direct provision of MH (Nationality)","Referral to MH","Like skills (Nationality)","W/G/M/B","Group (emotional support)","Individual PSS","Group (life skills)","Group (recreational activities)","Group (technical skills)","Legal awareness","Legal representation","Individual legal counselling","database.id","database"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","236",NA,NA,"Marjaayoun","LBN43","Nabatiye","9",NA,NA,NA,"Marjaayoun","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Independent","m2137167167","s0384091614","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.B","Total # of communities in which safety audits were conducted (result from the Tool-4 of the M&E framework)","i1220452268",NA,"3.3.B: Total # of communities in which safety audits were conducted (result from the Tool-4 of the M&E framework)","#","15",NA,NA,"Marjaayoun","LBN43","Nabatiye","9",NA,NA,NA,"Marjaayoun","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Independent","m2137167167","s0384091614","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","177",NA,NA,"Marjaayoun","LBN43","Nabatiye","9",NA,NA,NA,"Marjaayoun","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Independent","m2137167167","s0384091614","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i1123190516",NA,"3.3.C: # of (Age < 18) sensitized on SGBV (incl. influential leaders)","Persons","59",NA,NA,"Marjaayoun","LBN43","Nabatiye","9",NA,NA,NA,"Marjaayoun","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Independent","m2137167167","s0384091614","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","236",NA,NA,"Marjaayoun","LBN43","Nabatiye","9",NA,NA,NA,"Marjaayoun","Mercy Corps","p0000000253","Mercy Corps",NA,NA,"Independent","m2137167167","s0384091614","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","54",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0036189819","s0419707797","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","96",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0377284394","s0419707797","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","54",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0036189819","s0419707797","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i1424522450",NA,"3.3.C_PRL: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","1",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m2004773207","s0419707797","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","4",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0036189819","s0419707797","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","28",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m2004773207","s0419707797","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","96",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0377284394","s0419707797","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","30",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m2004773207","s0419707797","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","50",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0036189819","s0419707797","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","1",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m2004773207","s0419707797","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","96",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0377284394","s0419707797","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","30",NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m2004773207","s0419707797","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","363",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1961211254","s0438170827","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","615",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1997237742","s0438170827","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","294",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m0702962623","s0438170827","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i1558814535",NA,"3.3.C: # of Male sensitized on SGBV (incl. influential leaders)","Persons","0",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m0702962623","s0438170827","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","1197",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1997237742","s0438170827","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i1558814535",NA,"3.3.C: # of Male sensitized on SGBV (incl. influential leaders)","Persons","0",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1997237742","s0438170827","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","675",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1997237742","s0438170827","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","354",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1961211254","s0438170827","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i1123190516",NA,"3.3.C: # of (Age < 18) sensitized on SGBV (incl. influential leaders)","Persons","225",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m0702962623","s0438170827","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","486",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1961211254","s0438170827","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","189",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m0702962623","s0438170827","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","120",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m0702962623","s0438170827","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i1123190516",NA,"3.3.C: # of (Age < 18) sensitized on SGBV (incl. influential leaders)","Persons","123",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1961211254","s0438170827","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","582",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1997237742","s0438170827","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i1123190516",NA,"3.3.C: # of (Age < 18) sensitized on SGBV (incl. influential leaders)","Persons","522",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1997237742","s0438170827","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i1558814535",NA,"3.3.C: # of Male sensitized on SGBV (incl. influential leaders)","Persons","0",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1961211254","s0438170827","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","132",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m1961211254","s0438170827","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
