"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","Outreach platform","What type of Retention Program does your Organization implement?","database.id","database"
"2019-02-28","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0779453588","Basic BLN Support","1.1.5_SYR_SUPPL_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with school supplies","Individuals","131",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1461201527","s0759033119","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0779453588","Basic BLN Support","1.1.5_SYR_SUPPL_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with school supplies","Individuals","212",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1201402806","s0759033119","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0125864070","CB-ECE Support","1.1.5_SYR_SUPPL_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with school supplies","Individuals","3",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0114602648","s0759033119","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0024342369","Basic BLN Support","1.1.5_SYR_TRANS_BLNB_ENR: # of children and youth enrolled in regulated BLN-Basic programs provided with transportation","Individuals","25",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1938718914","s0759033119","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0670195049","Basic BLN Support","1.1.5_SYR_TXT_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with textbooks","Individuals","25",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1938718914","s0759033119","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0225681790","CB-ECE Support","1.1.5_SYR_TXT_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with textbooks","Individuals","53",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1201402806","s0759033119","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0125864070","CB-ECE Support","1.1.5_SYR_SUPPL_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with school supplies","Individuals","53",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1201402806","s0759033119","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1682735063","CB-ECE Support","1.1.5_SYR_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","49",NA,NA,NA,NA,"Baalbek_Hermel","3",NA,NA,NA,"Baalbek_Hermel","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0738036273","s0759033119","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0246283744","Youth BLN Support","1.1.5_LEB_TRANS_BLNY_ENR: # of children and youth enrolled in regulated BLN-youth programs provided with transportation","Individuals","11",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Makassed","p0000021119","Makassed",NA,NA,NA,"m0150382610","s0763672107","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0293351247","Youth BLN Support","1.1.5_SYR_TRANS_BLNY_ENR: # of children and youth enrolled in regulated BLN-youth programs provided with transportation","Individuals","1",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Makassed","p0000021119","Makassed",NA,NA,NA,"m0150382610","s0763672107","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1418327285","Youth BLN Support","1.1.5_OTH_TRANS_BLNY_ENR: # of children and youth enrolled in regulated BLN-youth programs provided with transportation","Individuals","4",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Makassed","p0000021119","Makassed",NA,NA,NA,"m0150382610","s0763672107","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0293351247","Youth BLN Support","1.1.5_SYR_TRANS_BLNY_ENR: # of children and youth enrolled in regulated BLN-youth programs provided with transportation","Individuals","15",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Makassed","p0000021119","Makassed",NA,NA,NA,"m0486595237","s0766117391","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0246283744","Youth BLN Support","1.1.5_LEB_TRANS_BLNY_ENR: # of children and youth enrolled in regulated BLN-youth programs provided with transportation","Individuals","6",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Makassed","p0000021119","Makassed",NA,NA,NA,"m1811052979","s0766117391","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1418327285","Youth BLN Support","1.1.5_OTH_TRANS_BLNY_ENR: # of children and youth enrolled in regulated BLN-youth programs provided with transportation","Individuals","11",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Makassed","p0000021119","Makassed",NA,NA,NA,"m0486595237","s0766117391","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0246283744","Youth BLN Support","1.1.5_LEB_TRANS_BLNY_ENR: # of children and youth enrolled in regulated BLN-youth programs provided with transportation","Individuals","20",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Makassed","p0000021119","Makassed",NA,NA,NA,"m0486595237","s0766117391","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0293351247","Youth BLN Support","1.1.5_SYR_TRANS_BLNY_ENR: # of children and youth enrolled in regulated BLN-youth programs provided with transportation","Individuals","6",NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Makassed","p0000021119","Makassed",NA,NA,NA,"m1811052979","s0766117391","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0024342369","Basic BLN Support","1.1.5_SYR_TRANS_BLNB_ENR: # of children and youth enrolled in regulated BLN-Basic programs provided with transportation","Individuals","50",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1037083244","s0829082541","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0125864070","CB-ECE Support","1.1.5_SYR_SUPPL_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with school supplies","Individuals","15",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1178377428","s0829082541","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0670195049","Basic BLN Support","1.1.5_SYR_TXT_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with textbooks","Individuals","9",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0602905597","s0829082541","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1682735063","CB-ECE Support","1.1.5_SYR_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","181",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0569331631","s0829082541","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0024342369","Basic BLN Support","1.1.5_SYR_TRANS_BLNB_ENR: # of children and youth enrolled in regulated BLN-Basic programs provided with transportation","Individuals","12",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0022861787","s0829082541","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0779453588","Basic BLN Support","1.1.5_SYR_SUPPL_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with school supplies","Individuals","28",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1167146760","s0829082541","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1682735063","CB-ECE Support","1.1.5_SYR_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","45",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1167146760","s0829082541","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1682735063","CB-ECE Support","1.1.5_SYR_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","5",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0602905597","s0829082541","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0670195049","Basic BLN Support","1.1.5_SYR_TXT_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with textbooks","Individuals","28",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1167146760","s0829082541","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1682735063","CB-ECE Support","1.1.5_SYR_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","14",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0022861787","s0829082541","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0125864070","CB-ECE Support","1.1.5_SYR_SUPPL_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with school supplies","Individuals","181",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0569331631","s0829082541","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1682735063","CB-ECE Support","1.1.5_SYR_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","15",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1178377428","s0829082541","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0779453588","Basic BLN Support","1.1.5_SYR_SUPPL_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with school supplies","Individuals","50",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1037083244","s0829082541","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0125864070","CB-ECE Support","1.1.5_SYR_SUPPL_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with school supplies","Individuals","45",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1167146760","s0829082541","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0024342369","Basic BLN Support","1.1.5_SYR_TRANS_BLNB_ENR: # of children and youth enrolled in regulated BLN-Basic programs provided with transportation","Individuals","28",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1167146760","s0829082541","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0024342369","Basic BLN Support","1.1.5_SYR_TRANS_BLNB_ENR: # of children and youth enrolled in regulated BLN-Basic programs provided with transportation","Individuals","76",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0822508495","s0829082541","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0125864070","CB-ECE Support","1.1.5_SYR_SUPPL_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with school supplies","Individuals","49",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1596256696","s0829082541","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0024342369","Basic BLN Support","1.1.5_SYR_TRANS_BLNB_ENR: # of children and youth enrolled in regulated BLN-Basic programs provided with transportation","Individuals","51",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0569331631","s0829082541","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0225681790","CB-ECE Support","1.1.5_SYR_TXT_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with textbooks","Individuals","5",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0602905597","s0829082541","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0225681790","CB-ECE Support","1.1.5_SYR_TXT_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with textbooks","Individuals","49",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1596256696","s0829082541","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0779453588","Basic BLN Support","1.1.5_SYR_SUPPL_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with school supplies","Individuals","51",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0569331631","s0829082541","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0225681790","CB-ECE Support","1.1.5_SYR_TXT_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with textbooks","Individuals","181",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0569331631","s0829082541","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0670195049","Basic BLN Support","1.1.5_SYR_TXT_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with textbooks","Individuals","50",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1037083244","s0829082541","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1682735063","CB-ECE Support","1.1.5_SYR_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","100",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0822508495","s0829082541","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-04-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0125864070","CB-ECE Support","1.1.5_SYR_SUPPL_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with school supplies","Individuals","5",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0602905597","s0829082541","2019-04-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0670195049","Basic BLN Support","1.1.5_SYR_TXT_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with textbooks","Individuals","12",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0022861787","s0829082541","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-02-28","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0125864070","CB-ECE Support","1.1.5_SYR_SUPPL_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with school supplies","Individuals","14",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0022861787","s0829082541","2019-02-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0225681790","CB-ECE Support","1.1.5_SYR_TXT_CBECE: # of children and youth enrolled in regulated CB-ECE programs provided with textbooks","Individuals","15",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1178377428","s0829082541","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-07-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0670195049","Basic BLN Support","1.1.5_SYR_TXT_BLNB: # of children and youth enrolled in regulated BLN-Basic programs provided with textbooks","Individuals","51",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m0569331631","s0829082541","2019-07-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1682735063","CB-ECE Support","1.1.5_SYR_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","49",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Norweigan Refugee Council","p0000000020","NRC",NA,NA,"Other","m1596256696","s0829082541","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1088771993","Special Supplies","1.1.5_Disability_Equip_Male_NFE:  # of children and youth with special needs enrolled in NFE programs provided with special supplies/equipment","Children","2",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"UNICEF","m0741735951","s0834627577","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0862015795","CB-ECE Support","1.1.5_LEB_TRANS_CBECE_COMPL: # of children and youth enrolled in and completed regulated CB-ECE programs provided with transportation","Individuals","3",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"UNICEF","m0594608252","s0834627577","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i2012273431","Basic BLN Support","1.1.5_SYR_TRANS_BLNB_COMPL: # of children and youth enrolled in and completed regulated BLN-Basic programs provided with transportation","Individuals","122",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"UNICEF","m1791717776","s0834627577","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-03-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0052004738","CB-ECE Support","1.1.5_LEB_TRANS_CBECE_ENR: # of children and youth enrolled in regulated CB-ECE programs provided with transportation","Individuals","2",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"UNICEF","m0178627285","s0834627577","2019-03-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1605413241","Special Supplies","1.1.5_Disability_Equip_Female_NFE: # of children and youth with special needs enrolled in NFE programs provided with special supplies/equipment","Children","4",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"UNICEF","m0741735951","s0834627577","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-01-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i0077141543","Basic BLN Support","1.1.5_LEB_TRANS_BLNB_COMPL: # of children and youth enrolled in and completed regulated BLN-Basic programs provided with transportation","Individuals","1",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"UNICEF","m1791717776","s0834627577","2019-01-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","NFE-related Support","Non-Formal Education","NFE-related Support","# of children and youth enrolled in regulated NFE programs whose education-related costs are partially or fully subsidized","i1047712555","Special Supplies","1.1.5_Disability_Equip_Speaking_NFE:  # of children and youth with special needs enrolled in NFE programs provided with special supplies/equipment","Individuals","5",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Ana Aqra Association","p0000014472","Ana Aqra",NA,NA,"UNICEF","m0741735951","s0834627577","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
